indexOfdf,Id,ColumnName,Original,Modified,ErrorType,Fixing
28293,70143170,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28294,68837795,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28295,71959799,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28296,70143304,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28297,68513586,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28298,70734425,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28299,66341508,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28300,69896085,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28301,68514481,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28302,71528730,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28303,71741240,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28304,68837834,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28305,70734115,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28306,71742261,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28307,71275589,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28308,68514480,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28309,69470006,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28310,37128991,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28311,61502668,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28312,67772954,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28313,67378698,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28314,71528441,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28315,71741149,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28316,67017504,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28317,71959710,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28318,69893576,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28319,68834655,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28320,71275557,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28321,68233962,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28322,68234310,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28323,71276841,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28324,70734360,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28325,69731915,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28326,66552720,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28327,71528644,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28328,68591211,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28329,70144166,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28330,68590794,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28331,65317676,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28332,68834724,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28333,67773313,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28334,71273934,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28335,70734475,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28336,65317967,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28337,69472739,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28338,67772939,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28339,71742231,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28340,68233102,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28341,68234595,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28342,68233582,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28343,71956205,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28344,69731839,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28345,71275451,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28346,61502246,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28347,67379871,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28348,71741232,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28349,71742213,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28350,67380171,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28351,67380234,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28352,49990742,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28353,58258753,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28354,68837743,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28355,68233462,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28356,70384249,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28357,69470994,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28358,71275629,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28359,67378728,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28360,71527234,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28361,66699136,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28362,71741389,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28363,70383091,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28364,71741721,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28365,71960108,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28366,68234396,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28367,66341460,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28368,68513548,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28369,71740997,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28370,66698819,ContractType,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
